id;lugar;frecuencia;agradable;3 La iluminacion le permite:;4 La calidad de la iluminacion;5 Identificar�a situaci�n de peligro?;6 Las caracteristicas de la zona:;7a Ser Vista;7b Ser Escuchada;8 Cantidad de personas le generan:;9 Zona segura si hay presencia de:;10 Los andenes le permiten:;11 Calidad de andenes le genera:;12 Medio de transporte que utiliza;13 Que sensaci�n experimenta en TP?;14 Tiempo entre paradero y su casa;15a Demasiadas personas dentro del TP;15b Muy pocas personas dentro del TP;15c Ventas informales en el TP;15d Caminata hacia el paradero;15e Condiciones de espera del TP;15f Alg�n desconocido quiere hablar;15g Viajar sola, sin compa��a;15h Viajar con ni�@ o ancian@;15i Viajar de noche;16 Hora que considera insegura;16a Hora militar;17a Primera Opci�n;17b Segunda Opci�n;17c Tercera Opci�n;18b Hombres;18a Mujeres;18c Ni�as y Ni�os;Personas;D1 Edad;D2 Actividad Principal;D3 Escolaridad;D4 Autoreconocimineto;D5 Discapacidad;D6 Identidad de g�nero;D7 Orientaci�n sexual;D8 Localidad;D9 Estrato
13082;38;2;3;2;4;3;6;2;2;1;1;2;1;7;1;2;2;1;2;1;2;2;2;2;2;1;21:00;5;6;99;1;1;3;2;28;3;6;7;8;2;1;7;3
13083;38;1;3;1;3;2;3;1;1;4;1;2;1;1;11;2;1;2;1;2;2;2;1;2;1;1;19:00;6;8;99;1;2;2;2;20;2;6;7;8;2;1;2;2
13084;38;2;2;4;6;4;3;2;2;7;1;2;3;1;1;3;1;1;2;2;2;1;1;2;1;1;21:00;2;6;99;1;1;2;3;33;3;6;7;8;2;1;21;3
13085;38;2;3;4;5;2;3;1;2;6;3;1;5;1;11;1;1;1;1;1;1;1;1;1;1;3;88;6;99;99;1;1;3;2;36;3;9;7;8;2;1;11;2
13086;38;3;3;4;4;3;5;2;2;5;3;1;5;3;1;3;2;1;2;2;1;1;1;2;1;1;19:00;6;10;99;1;2;3;1;18;2;4;7;8;3;2;19;1
13087;38;3;4;4;4;1;3;1;2;2;3;2;2;1;2;3;1;2;2;1;1;1;1;1;1;1;21:00;6;10;99;1;2;3;1;25;3;5;7;8;2;1;8;2
13088;38;2;3;2;4;4;6;2;2;5;3;3;88;1;1;3;1;2;2;1;1;1;1;1;1;3;88;6;10;99;1;1;3;2;42;3;6;7;8;2;1;21;2
13089;38;3;3;4;4;2;5;2;2;6;3;2;7;1;4;3;2;1;2;2;1;1;1;1;1;1;18:00;6;10;99;2;2;2;1;19;2;5;7;8;2;2;19;1
13090;38;1;3;2;1;3;5;1;1;7;1;3;88;1;12;3;1;1;1;1;1;2;1;2;1;3;88;6;10;99;1;1;2;3;43;1;5;7;8;2;1;21;1
13091;38;3;4;4;5;4;3;2;2;1;3;1;2;8;6;6;88;88;88;88;88;88;88;88;88;3;88;7;10;99;2;1;3;2;27;3;6;7;8;2;1;15;3
13092;38;3;3;2;6;2;5;1;1;2;3;3;88;1;1;1;2;1;2;2;1;2;1;1;1;1;23:00;4;10;99;1;1;2;3;21;2;5;7;8;2;1;5;2
13093;38;3;4;4;3;4;3;2;2;1;3;2;8;1;3;2;1;1;2;1;1;1;1;1;1;3;88;6;10;99;1;1;2;3;37;2;6;7;8;2;1;1;2
13094;38;2;4;4;3;4;3;2;2;4;3;3;88;1;3;1;1;1;1;1;1;1;1;1;1;1;21:00;6;10;99;1;1;1;3;67;1;5;7;8;2;1;11;3
13095;38;3;4;2;1;3;99;99;99;99;99;3;88;99;99;6;88;88;88;88;88;88;88;88;88;99;88;99;99;99;99;99;99;99;20;2;5;8;99;99;99;15;3
13096;38;3;2;99;99;99;99;99;99;99;99;3;88;99;99;6;88;88;88;88;88;88;88;88;88;99;88;99;99;99;99;99;99;99;22;1;5;8;99;99;99;19;2
13097;38;1;4;1;4;3;3;2;2;4;3;2;2;1;11;1;1;1;1;1;1;1;1;1;1;1;19:00;4;6;99;1;2;2;2;23;3;6;7;8;2;1;7;2
13098;38;1;2;2;2;3;3;2;2;2;3;2;2;1;2;2;1;1;1;1;2;2;2;2;1;1;21:00;3;4;99;1;1;2;3;21;3;5;7;8;2;1;6;3
13099;38;1;2;2;3;3;5;2;2;1;3;2;5;3;1;3;1;2;2;2;2;1;1;1;1;1;20:00;3;99;99;2;2;3;1;18;2;5;7;8;2;1;6;2
13100;38;3;4;1;5;2;5;2;2;4;3;2;2;1;3;5;1;1;1;1;1;1;1;1;1;1;19:00;6;7;99;1;1;2;3;30;3;6;7;8;2;1;8;2
13101;38;1;3;2;2;3;5;2;2;6;3;2;2;1;4;4;2;1;1;2;2;1;2;2;1;1;20:00;1;4;99;1;2;3;1;21;3;8;7;8;2;1;1;3
13102;38;1;2;1;5;3;2;2;2;1;3;2;1;4;1;1;2;2;1;2;1;1;2;2;2;1;22:00;1;4;99;2;1;3;2;31;1;8;7;8;2;1;13;3
13103;38;2;4;1;3;3;3;2;2;5;4;1;6;1;11;5;1;2;1;1;2;2;1;2;1;1;21:00;6;7;99;1;2;3;1;33;1;6;7;8;2;1;16;3
13104;38;3;2;2;1;2;3;1;1;3;3;2;2;3;1;3;2;1;1;1;2;2;2;1;1;1;22:00;6;99;99;2;2;2;1;53;1;8;7;8;2;1;16;3
13105;38;3;3;1;4;3;3;2;2;4;3;2;3;1;4;4;1;1;1;1;1;1;1;1;1;1;19:00;6;7;99;1;1;2;3;25;2;6;7;8;2;1;10;2
13106;38;3;3;1;5;3;5;2;2;5;4;2;5;9;1;1;2;1;2;1;1;1;1;1;1;3;88;6;7;99;1;1;2;3;27;3;6;7;8;2;1;3;2
13107;38;2;3;4;6;3;3;2;2;4;4;1;3;3;2;5;1;2;2;2;2;2;2;2;2;1;22:00;10;99;99;1;1;2;3;17;3;5;7;8;2;1;21;3
13108;38;3;2;1;1;2;2;1;2;1;1;2;4;1;2;2;1;1;1;1;1;1;1;1;1;3;88;3;10;99;1;1;3;2;23;3;5;7;8;2;1;5;3
13109;38;3;4;2;1;2;2;1;2;1;1;1;4;1;2;1;1;1;1;1;1;1;1;1;1;1;21:00;1;3;6;1;1;3;2;18;2;5;7;8;2;1;18;2
13110;38;3;4;2;1;3;3;2;2;4;3;2;3;1;3;3;1;1;1;2;1;1;1;1;1;3;88;4;6;99;1;2;2;2;30;1;4;2;8;2;1;11;2
13111;38;3;3;2;5;3;5;2;2;4;3;2;2;3;1;2;1;2;2;1;2;1;1;1;1;1;22:00;3;6;99;2;1;3;2;43;3;4;7;8;2;1;11;2
13112;38;3;3;1;3;3;3;1;1;1;3;1;5;1;1;3;1;1;1;1;2;1;1;1;2;3;88;1;2;6;2;1;3;2;28;1;5;7;8;2;1;10;2
13113;38;3;3;1;4;3;5;1;1;5;1;2;2;3;2;3;1;1;1;1;1;1;1;1;1;1;21:00;3;5;6;1;2;3;1;26;1;5;6;7;2;1;10;2
13114;38;3;4;3;5;2;5;2;1;4;3;2;2;4;13;1;2;1;1;1;1;1;1;1;1;1;18:00;3;6;99;1;1;2;3;25;1;8;7;8;2;1;19;1
13115;38;3;3;2;4;3;3;2;1;5;3;2;7;3;1;3;1;1;1;1;2;1;1;1;2;3;88;4;6;8;1;1;2;3;19;2;6;7;8;2;1;10;3
13116;38;1;3;3;1;1;4;1;1;1;1;1;1;9;1;6;88;88;88;88;88;88;88;88;88;1;21:00;6;7;99;1;1;2;3;34;1;5;2;8;2;1;10;2
13117;37;3;2;2;2;2;3;1;1;7;1;1;7;3;4;3;2;1;1;1;1;1;2;1;1;1;22:00;3;6;9;2;1;2;3;24;2;6;7;8;2;1;8;3
13118;37;3;3;1;3;2;5;2;2;3;3;1;2;3;1;3;2;2;2;2;2;1;2;1;1;1;22:00;2;3;8;1;1;3;2;52;1;6;6;8;2;1;18;3
13119;37;1;2;1;3;2;3;1;1;3;3;2;2;4;8;6;88;88;88;88;88;88;88;88;88;3;88;2;4;8;1;1;2;3;59;1;3;6;8;2;1;19;2
13120;37;2;3;2;4;2;5;2;2;6;3;2;1;10;1;6;88;88;88;88;88;88;88;88;88;3;88;4;6;8;1;1;2;3;30;1;7;6;8;2;1;18;3
13121;37;1;4;1;3;2;3;2;2;5;3;1;6;1;2;3;1;1;1;1;1;1;1;1;1;3;88;2;4;6;1;1;3;2;49;1;3;7;8;2;1;18;3
13122;37;1;2;2;4;2;1;1;1;1;1;2;6;1;3;2;1;1;1;2;1;1;2;1;1;1;18:00;2;3;6;1;1;2;3;58;5;4;6;8;2;1;18;3
13123;37;3;2;1;3;2;3;1;1;5;3;1;6;12;1;6;88;88;88;88;88;88;88;88;88;1;21:00;2;3;6;1;1;2;3;45;5;4;6;8;2;1;18;3
13124;37;3;3;1;3;3;5;1;2;5;3;2;2;12;3;6;88;88;88;88;88;88;88;88;88;1;21:00;2;4;8;1;2;3;1;37;5;6;6;8;2;1;18;3
13125;37;3;2;1;3;1;2;1;1;1;3;2;2;4;12;3;1;1;1;1;2;2;2;2;1;1;22:00;2;3;4;2;1;2;3;41;1;5;6;8;2;1;9;2
13126;37;3;3;1;1;1;1;1;1;1;3;2;2;5;8;6;88;88;88;88;88;88;88;88;88;1;18:00;3;6;8;99;99;99;99;60;5;5;6;8;2;1;15;3
13127;37;1;2;1;1;2;5;1;1;4;1;2;3;12;1;6;88;88;88;88;88;88;88;88;88;1;22:00;2;3;6;1;2;2;2;32;1;5;1;8;2;1;18;3
13128;37;3;3;2;2;1;1;1;1;1;1;2;2;3;1;2;1;1;1;1;1;2;2;1;1;1;21:00;2;4;6;2;2;1;3;50;1;3;7;8;2;1;18;3
13129;37;3;2;2;1;1;2;1;1;1;3;2;7;4;12;1;2;1;1;1;1;1;1;2;1;1;18:00;2;3;4;1;2;2;2;33;1;3;1;8;2;1;18;3
13130;37;3;2;1;2;1;2;1;1;1;3;2;7;5;1;6;88;88;88;88;88;88;88;88;88;1;20:00;2;3;8;2;1;2;3;16;2;4;1;8;2;1;18;3
13131;37;1;4;1;3;1;3;1;1;6;1;2;7;4;12;1;1;1;1;2;1;2;2;2;2;1;21:00;1;2;3;1;1;2;3;70;5;3;6;8;2;1;18;3
13132;37;3;3;2;2;1;1;1;1;3;1;2;2;12;1;6;88;88;88;88;88;88;88;88;88;3;88;1;99;99;1;1;3;2;44;1;3;6;8;2;1;18;3
13133;37;1;2;3;1;1;2;1;1;1;3;2;2;3;4;1;2;1;1;1;1;1;1;1;1;1;22:00;2;3;6;1;1;3;2;39;5;5;7;8;2;1;4;2
13134;37;3;2;3;1;1;4;1;1;2;1;1;6;3;4;2;2;1;1;2;1;1;1;1;1;1;21:00;2;3;4;1;1;2;3;45;1;5;6;8;2;1;4;2
13135;37;3;3;1;5;2;5;2;2;1;3;1;2;10;8;6;88;88;88;88;88;88;88;88;88;1;22:00;2;4;8;1;1;3;2;30;1;6;6;8;2;1;18;3
13136;37;1;2;2;1;1;1;1;1;3;3;2;2;4;2;2;1;2;1;1;1;2;2;1;2;1;22:00;2;3;4;1;1;3;2;23;5;6;6;8;2;1;4;2
13137;37;3;3;1;1;3;3;1;1;1;3;2;1;3;3;2;1;1;1;2;1;1;1;1;2;3;88;2;3;4;1;1;3;2;24;3;6;8;8;2;1;4;2
13138;37;3;2;2;4;2;4;1;1;2;3;2;2;3;12;1;2;2;2;1;1;1;1;1;1;1;22:00;3;5;9;1;1;3;2;19;2;6;7;8;2;1;4;2
13139;37;3;3;1;1;1;1;1;1;5;1;1;6;10;1;6;88;88;88;88;88;88;88;88;88;3;88;2;4;8;2;2;3;1;23;1;4;5;8;2;1;18;3
13140;37;2;2;2;1;2;2;1;1;1;3;2;2;1;2;2;1;1;1;1;1;1;1;2;1;1;21:00;2;4;6;1;2;2;2;52;1;6;6;8;2;1;18;2
13141;37;3;3;1;3;1;5;99;99;4;1;1;6;3;3;2;1;2;1;2;2;1;1;1;1;1;17:00;2;3;6;2;2;3;1;30;1;5;6;8;2;1;18;3
13142;37;1;2;1;3;2;5;2;2;5;3;1;4;3;1;2;1;1;1;2;1;1;2;2;1;1;20:00;2;4;6;1;1;2;3;22;1;5;8;8;2;1;18;3
13143;37;3;3;1;3;1;2;1;1;2;1;2;7;3;1;1;2;1;1;1;1;2;1;1;1;1;20:00;2;4;6;1;2;2;2;26;1;5;8;8;2;1;7;1
13144;37;1;3;2;3;2;3;2;2;4;3;2;2;4;3;1;2;2;2;1;1;1;1;1;1;1;22:00;2;3;7;1;1;1;3;17;2;5;6;8;2;1;15;3
13145;37;1;3;1;6;3;5;2;2;6;1;2;1;3;12;2;1;1;2;1;1;1;2;2;1;1;21:00;2;4;6;1;1;1;3;20;3;6;6;8;2;1;15;3
13146;37;2;3;1;3;1;5;2;2;2;1;1;6;5;12;6;88;88;88;88;88;88;88;88;88;1;20:00;2;4;8;2;1;2;3;42;1;9;7;8;2;1;11;3
13147;37;3;3;1;3;2;5;1;1;1;2;2;2;3;1;2;2;1;1;2;1;1;1;1;1;1;22:00;3;4;6;1;1;2;3;35;1;5;6;8;2;1;18;3
13148;37;3;3;1;2;3;5;2;2;3;3;2;2;1;2;2;1;2;2;2;1;1;2;1;1;1;20:00;2;3;99;1;1;2;3;27;1;6;7;8;2;1;18;3
13149;37;2;4;1;5;3;5;2;2;5;3;1;6;5;1;6;88;88;88;88;88;88;88;88;88;3;88;4;6;8;1;2;2;2;28;1;8;7;8;2;1;15;3
13150;37;2;2;2;1;1;1;1;1;7;3;2;2;6;1;6;88;88;88;88;88;88;88;88;88;1;21:00;2;4;6;1;2;2;2;30;1;5;6;8;2;1;18;3
13151;37;2;2;2;1;1;1;1;1;7;1;2;7;9;12;6;88;88;88;88;88;88;88;88;88;1;18:00;1;99;99;1;2;3;1;40;5;6;7;8;2;1;18;3
13152;37;3;2;2;3;1;1;1;1;7;4;2;7;6;3;6;88;88;88;88;88;88;88;88;88;1;23:00;2;6;8;1;1;2;3;40;1;3;7;8;2;1;18;3
13153;37;3;2;2;5;3;2;1;1;7;4;2;7;1;11;2;1;1;2;1;2;1;1;2;1;1;22:00;2;6;9;1;1;2;3;37;4;4;7;8;2;1;18;3
13154;37;2;4;2;4;3;5;2;2;6;1;1;6;3;11;3;1;1;2;1;1;1;1;1;1;3;88;2;4;7;1;1;1;3;50;4;5;7;8;2;1;18;3
13155;37;2;3;2;3;4;5;2;2;8;1;1;5;1;9;4;2;1;1;1;1;1;1;1;1;3;88;2;4;7;1;2;2;2;41;1;8;7;8;2;1;18;3
13156;37;1;3;2;6;3;1;2;2;1;1;2;1;12;2;6;88;88;88;88;88;88;88;88;88;1;20:00;1;6;9;1;1;2;3;28;1;5;7;8;2;1;18;3
13157;37;2;3;1;4;4;5;2;2;6;4;1;3;12;3;6;88;88;88;88;88;88;88;88;88;1;20:00;2;4;99;99;99;99;99;44;1;5;7;8;2;1;18;3
13158;37;2;3;2;99;3;3;2;2;3;4;1;5;12;9;6;88;88;88;88;88;88;88;88;88;1;18:00;2;5;9;99;99;99;99;21;1;4;7;8;2;1;18;3
13159;37;2;3;2;6;2;5;1;1;7;3;2;6;1;8;2;1;1;1;1;1;1;2;1;1;1;21:30;4;7;99;1;1;2;3;18;1;6;7;8;2;1;18;2
13160;37;3;2;1;1;2;2;1;1;1;1;2;1;6;1;6;88;88;88;88;88;88;88;88;88;1;23:00;2;4;7;1;1;1;3;25;1;4;7;8;2;1;18;2
13161;37;1;2;3;2;2;1;1;2;3;2;2;4;2;1;2;1;2;2;1;1;1;1;1;1;3;88;2;4;99;1;1;2;3;26;1;5;7;8;2;1;19;1
13163;37;1;2;3;2;3;4;99;99;99;1;2;1;3;1;3;1;1;2;2;2;1;2;2;1;1;22:00;1;2;99;1;1;2;3;53;1;3;7;8;2;1;19;1
13164;37;2;3;2;4;2;6;2;2;5;3;2;1;1;2;3;1;2;1;1;2;1;1;1;1;1;21:30;5;6;99;1;2;3;1;30;1;6;7;8;2;1;18;2
13165;37;3;4;2;6;4;5;1;1;4;3;2;2;1;2;3;1;2;2;2;1;1;1;1;1;1;19:00;5;99;99;2;1;2;3;21;1;7;7;8;2;1;18;3
13166;37;1;2;2;6;4;4;2;2;6;3;2;7;4;3;2;1;1;1;1;1;1;1;1;1;3;88;3;6;99;1;2;3;1;38;1;6;7;8;2;1;15;3
13167;37;2;3;1;5;1;3;2;2;1;1;2;7;3;1;3;2;2;1;1;1;1;2;1;2;1;21:00;2;4;7;1;1;2;3;19;3;5;7;8;2;1;7;2
13168;37;1;3;1;5;4;3;2;2;6;3;1;6;5;1;6;88;88;88;88;88;88;88;88;88;3;88;1;8;99;1;1;2;3;40;1;8;7;8;2;1;21;3
13169;37;2;2;2;1;1;2;1;1;2;1;2;1;3;2;3;1;2;1;2;1;1;1;1;2;1;21:00;4;6;99;1;2;3;1;27;1;5;7;8;2;1;18;3
13170;37;3;2;3;1;1;1;2;2;1;3;2;7;12;3;6;88;88;88;88;88;88;88;88;88;3;88;1;6;7;1;1;1;3;47;1;4;7;8;2;1;18;2
13171;37;1;3;2;4;4;2;99;99;99;2;2;4;1;4;1;1;2;2;1;2;1;2;1;2;3;88;3;5;7;1;2;2;2;19;2;5;7;8;2;2;1;4
13172;37;3;3;2;4;4;2;99;99;99;1;2;1;12;5;6;88;88;88;88;88;88;88;88;88;1;20:00;3;5;7;1;2;2;2;18;2;5;7;8;2;2;18;3
13173;37;3;3;1;3;4;3;99;99;99;1;1;6;3;2;2;2;1;2;2;2;1;1;1;1;3;88;3;4;99;2;2;3;1;50;1;3;6;8;2;1;5;2
13174;37;1;3;2;4;3;5;2;2;6;3;2;5;3;1;1;2;2;1;2;2;1;1;2;1;1;19:00;4;5;6;2;2;3;1;18;1;6;7;8;2;1;16;3
13175;37;1;2;2;1;3;5;2;2;1;4;2;2;3;1;2;2;1;2;1;2;1;1;2;2;1;22:00;2;3;99;1;2;2;2;16;3;4;7;8;2;1;16;3
13176;37;2;3;2;5;3;5;2;2;6;3;1;5;5;10;6;88;88;88;88;88;88;88;88;88;3;88;4;7;8;1;1;3;2;39;1;8;7;8;2;1;15;3
13177;37;3;3;1;7;3;3;2;2;6;4;1;7;4;11;2;2;1;2;1;2;1;2;1;2;1;23:00;3;99;99;1;2;3;1;27;3;4;7;8;2;1;18;3
13178;37;3;2;2;1;1;5;1;1;1;1;2;1;3;3;2;2;1;2;1;1;1;1;1;1;1;18:00;3;99;99;2;1;3;2;46;1;5;7;8;2;1;4;2
13179;37;2;3;1;3;4;5;2;2;7;3;2;1;4;3;3;1;1;1;1;2;1;1;1;1;1;19:00;6;7;99;1;2;3;1;24;2;5;7;8;2;1;4;2
13180;37;1;2;3;2;4;3;2;2;1;3;2;1;3;2;1;2;1;1;1;1;1;1;1;1;3;88;3;5;6;1;1;2;3;35;1;6;7;8;2;1;18;1
13181;37;3;2;2;3;4;5;2;2;1;3;1;5;1;3;2;1;1;1;1;1;1;2;1;1;3;88;3;4;7;1;1;2;3;42;1;3;7;8;2;1;15;2
13182;37;2;3;2;6;4;3;2;1;6;3;2;3;3;4;2;2;1;2;1;2;1;2;2;2;3;88;3;5;8;1;2;2;2;29;3;6;7;8;2;1;8;3
13183;37;1;3;1;5;3;5;2;2;6;4;1;6;12;12;6;88;88;88;88;88;88;88;88;88;1;22:00;2;4;6;1;1;1;3;20;5;5;7;8;2;1;8;3
13184;37;1;3;2;4;3;5;1;2;7;4;1;6;1;2;3;1;1;1;2;2;1;2;1;1;1;21:30;2;4;6;99;99;99;99;19;4;5;7;8;2;1;16;3
13185;37;2;2;3;1;1;2;1;1;1;3;1;1;1;2;3;1;2;2;2;2;1;2;2;1;3;88;9;99;99;1;1;2;3;42;3;6;7;8;2;1;18;3
13186;37;3;3;2;4;4;3;2;2;7;3;1;4;1;1;3;2;2;2;1;2;2;2;2;2;3;88;7;99;99;1;1;1;3;70;5;3;7;8;2;1;18;3
13187;37;3;2;4;6;1;4;1;1;4;3;1;7;1;2;1;2;2;2;1;1;1;2;2;1;3;88;8;99;99;1;1;1;3;18;1;5;7;8;2;1;18;3
13188;37;3;2;4;2;1;3;1;1;5;3;1;4;3;1;2;1;1;2;1;1;1;1;2;1;3;88;6;99;99;1;1;1;3;55;1;4;7;8;2;1;18;3
13189;37;2;3;4;3;1;2;1;1;99;3;1;4;3;3;3;2;1;1;2;1;1;2;2;1;3;88;4;99;99;1;1;1;3;26;1;6;7;8;2;1;18;3
13190;37;3;2;4;6;2;6;2;2;7;2;1;7;6;1;4;2;1;2;1;1;1;1;1;1;3;88;4;99;99;1;1;1;3;25;1;8;7;8;2;1;18;3
13191;37;2;3;4;3;3;3;2;2;4;3;1;3;1;2;5;2;1;2;2;1;2;2;2;2;3;88;4;99;99;2;1;2;3;27;1;6;7;8;2;1;18;3
13192;37;3;3;4;4;3;2;2;2;5;3;1;3;12;1;3;2;1;2;1;2;2;2;2;2;3;88;5;99;99;2;1;2;3;17;2;6;7;8;2;1;18;3
13193;37;3;2;4;5;4;6;2;2;5;3;1;4;3;3;3;1;2;2;1;1;1;1;1;1;3;88;5;99;99;2;1;2;3;17;2;5;7;8;2;1;18;3
13194;37;3;2;4;4;4;6;2;2;4;3;1;4;1;2;3;1;2;2;1;1;1;1;1;1;3;88;6;99;99;2;1;2;3;42;1;6;7;8;2;1;18;3
13195;37;3;2;2;5;2;2;1;1;4;3;1;5;1;2;2;1;2;2;1;1;1;2;1;1;3;88;6;99;99;1;1;2;3;19;2;6;7;8;2;1;18;3
13196;37;2;3;4;3;4;5;2;2;4;3;1;3;1;2;2;1;2;2;1;1;1;1;2;1;3;88;6;99;99;1;1;2;3;45;1;4;7;8;2;1;18;3
13197;37;3;2;4;6;1;2;1;1;7;3;1;7;3;2;3;2;1;2;1;1;1;2;1;1;3;88;4;99;99;1;1;1;3;20;1;5;7;8;2;1;18;3
13198;37;2;3;4;2;4;2;1;1;7;3;2;7;4;1;2;1;2;2;2;2;1;2;2;1;3;88;6;99;99;2;1;2;3;64;5;3;7;8;2;1;18;3
13199;37;3;3;4;1;1;1;1;1;1;3;1;7;12;2;2;1;2;2;2;1;2;1;2;1;3;88;6;99;99;1;1;1;3;16;2;4;7;8;2;1;18;3
13200;37;2;2;4;3;4;3;2;2;5;3;1;4;1;3;2;1;1;1;1;1;1;1;1;1;3;88;4;99;99;1;1;1;3;26;1;5;7;8;2;1;18;3
13201;37;2;2;4;3;4;6;2;2;4;3;1;3;4;3;3;1;1;1;1;1;1;2;1;1;3;88;4;99;99;1;1;1;3;52;1;5;7;8;2;1;18;3
13202;37;2;3;4;2;1;5;1;1;5;3;1;4;3;2;1;1;2;2;2;1;1;2;2;1;3;88;6;99;99;2;1;1;3;53;1;4;7;8;2;1;18;3
13203;37;3;2;4;3;4;5;2;2;6;3;1;4;12;3;1;1;1;1;1;2;1;1;2;1;3;88;6;99;99;2;1;1;3;44;1;6;7;8;2;1;18;3
13204;37;3;2;2;2;4;2;1;1;2;4;1;6;3;2;2;1;2;2;1;1;1;1;1;1;3;88;6;99;99;1;1;1;3;22;5;6;7;8;2;1;18;3
13205;37;2;2;4;3;3;3;1;1;6;3;1;7;1;2;3;1;1;2;1;1;1;2;2;1;3;88;4;99;99;1;1;1;3;29;1;9;7;8;2;1;18;3
13206;37;3;2;4;3;2;4;1;1;1;3;1;7;12;2;1;99;99;99;99;99;99;99;99;99;3;88;6;99;99;1;1;1;3;27;1;5;7;8;2;1;18;3
13207;37;2;3;4;3;4;6;2;2;1;3;1;1;4;1;3;2;1;2;2;2;1;2;1;1;3;88;6;99;99;1;2;2;2;27;1;5;7;8;2;1;18;3
13208;37;3;3;4;3;4;3;2;2;4;3;1;3;3;2;2;1;2;2;1;1;1;1;2;1;3;88;6;99;99;1;2;2;2;45;99;4;7;8;2;1;18;3
13209;37;2;2;4;2;2;2;2;2;4;3;1;2;4;3;1;1;2;2;1;1;1;2;2;1;3;88;2;99;99;1;1;2;3;42;1;3;6;8;2;1;18;3
13210;37;2;2;4;1;1;3;2;2;5;3;1;6;1;2;2;2;1;2;2;2;1;2;2;1;3;88;3;99;99;2;1;99;2;58;1;2;7;8;2;1;18;3
13211;37;1;4;4;4;1;3;1;2;4;1;1;6;10;1;1;1;1;2;1;1;1;1;2;1;3;88;6;99;99;1;2;2;2;35;1;9;7;8;2;1;18;3
13212;37;2;2;4;6;1;2;1;1;1;3;1;1;3;1;1;2;2;2;2;2;2;2;2;2;3;88;6;99;99;1;1;2;3;57;1;3;7;8;2;1;18;3
13213;37;2;2;4;3;4;4;2;2;4;3;1;3;4;3;2;1;1;2;1;1;2;2;1;1;3;88;8;99;99;2;1;2;3;37;3;4;7;8;2;1;18;3
13214;37;3;4;2;4;4;3;1;1;4;3;1;3;4;2;2;1;2;1;2;2;2;1;2;1;3;88;8;99;99;1;2;2;2;50;3;5;7;2;2;1;18;3
13215;37;2;2;4;6;4;6;1;1;7;3;1;2;4;3;2;2;2;2;2;2;1;2;1;2;3;88;6;99;99;1;1;2;3;60;2;5;7;8;2;1;18;3
13216;37;3;3;4;4;4;3;2;2;4;3;1;3;1;2;2;1;1;2;1;1;1;1;1;1;3;88;4;99;99;1;1;2;3;49;3;6;7;8;2;1;18;3
13217;37;3;2;4;1;1;2;1;1;1;3;1;3;4;1;1;1;2;1;2;2;1;1;2;1;3;88;2;99;99;1;1;2;3;52;3;5;7;8;2;1;18;3
13218;37;2;3;4;6;4;6;2;2;7;3;1;7;3;3;3;2;1;1;1;1;1;1;2;1;3;88;6;99;99;1;1;2;3;36;1;5;7;8;2;1;18;3
13219;37;3;3;4;4;1;5;2;2;5;3;1;2;3;1;2;1;1;2;2;1;1;1;2;1;3;88;6;99;99;1;2;2;2;25;1;5;7;8;2;1;18;3
13220;37;2;3;4;3;3;3;1;1;5;3;1;4;3;11;4;1;2;2;1;2;1;1;1;1;3;88;2;99;99;2;1;2;3;48;5;4;7;8;2;1;99;3
13221;37;2;3;4;3;3;4;1;1;4;3;1;5;3;1;3;1;2;2;1;1;1;1;2;1;3;88;6;99;99;1;1;2;3;40;1;5;7;8;2;1;99;3
13222;37;1;3;1;4;4;5;1;1;6;3;1;4;1;2;3;1;1;1;1;2;1;2;1;1;1;20:00;10;99;99;2;1;1;3;33;1;8;5;8;2;1;18;3
13223;37;2;2;2;1;1;1;1;1;1;1;1;4;9;4;6;88;88;88;88;88;88;88;88;88;1;21:00;2;99;99;2;1;1;3;34;3;7;5;8;2;1;18;3
13224;37;2;3;3;3;3;4;1;2;5;3;1;4;1;2;2;1;1;2;1;1;1;1;1;1;1;20:30;7;8;10;1;1;2;3;21;2;7;6;8;2;1;18;3
13225;37;2;3;2;4;3;2;1;1;5;3;1;4;9;1;3;2;1;1;1;2;1;1;1;1;1;19:00;6;10;99;1;1;2;3;17;3;4;7;8;2;1;18;3
13226;37;2;2;2;6;1;3;2;1;6;3;1;6;12;2;2;1;2;2;1;1;1;1;1;1;1;20:00;10;99;99;1;1;2;3;18;1;5;6;8;2;1;18;3
13227;37;3;4;1;1;3;3;2;2;1;1;1;6;12;4;2;2;1;1;1;2;1;1;1;2;1;18:00;6;10;99;1;1;2;3;59;1;3;6;8;2;1;18;3
13228;37;3;4;1;3;3;3;2;2;1;3;1;6;12;2;2;2;1;1;1;1;1;1;1;1;3;88;6;99;99;2;1;2;3;28;4;6;6;8;2;1;18;3
13229;37;3;2;2;1;1;1;1;1;1;3;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;18:00;1;99;99;1;1;1;3;45;5;5;6;8;2;1;18;3
13230;37;1;2;1;1;2;4;1;2;5;3;1;3;3;3;3;1;1;1;1;1;1;1;1;1;1;20:00;7;10;99;1;2;2;2;61;6;6;7;8;2;1;18;3
13231;37;3;4;1;3;2;3;1;2;6;3;1;7;1;3;3;1;1;2;1;1;1;1;1;1;1;21:00;7;10;99;2;1;2;3;27;3;8;6;8;2;1;18;3
