id;lugar;frecuencia;agradable;3 La iluminacion le permite:;4 La calidad de la iluminacion;5 Identificar�a situaci�n de peligro?;6 Las caracteristicas de la zona:;7a Ser Vista;7b Ser Escuchada;8 Cantidad de personas le generan:;9 Zona segura si hay presencia de:;10 Los andenes le permiten:;11 Calidad de andenes le genera:;12 Medio de transporte que utiliza;13 Que sensaci�n experimenta en TP?;14 Tiempo entre paradero y su casa;15a Demasiadas personas dentro del TP;15b Muy pocas personas dentro del TP;15c Ventas informales en el TP;15d Caminata hacia el paradero;15e Condiciones de espera del TP;15f Alg�n desconocido quiere hablar;15g Viajar sola, sin compa��a;15h Viajar con ni�@ o ancian@;15i Viajar de noche;16 Hora que considera insegura;16a Hora militar;17a Primera Opci�n;17b Segunda Opci�n;17c Tercera Opci�n;18b Hombres;18a Mujeres;18c Ni�as y Ni�os;Personas;D1 Edad;D2 Actividad Principal;D3 Escolaridad;D4 Autoreconocimineto;D5 Discapacidad;D6 Identidad de g�nero;D7 Orientaci�n sexual;D8 Localidad;D9 Estrato
3250;35;2;3;1;4;2;2;2;2;4;3;2;3;1;3;1;1;1;1;1;1;1;1;1;1;3;88;2;3;4;1;1;2;3;21;1;4;6;8;2;1;5;2
3251;35;3;4;1;5;1;4;2;2;6;1;2;7;1;8;3;2;1;1;1;2;1;1;1;1;1;19:00;2;3;4;1;1;3;2;37;3;6;6;8;2;1;7;2
3252;35;3;4;1;3;1;3;2;2;4;3;1;7;1;11;2;1;1;1;1;1;1;2;1;1;1;18:00;1;2;4;1;2;2;2;31;1;6;6;8;2;1;10;2
3253;35;3;4;1;3;1;3;1;1;4;3;2;5;4;2;1;1;1;1;1;1;1;1;1;1;1;18:00;2;4;10;1;1;3;2;30;2;6;6;8;2;2;19;2
3254;35;3;4;1;5;2;5;1;1;5;3;2;6;4;11;1;1;1;2;2;1;1;1;1;1;1;19:00;1;4;8;1;1;2;3;27;2;8;6;8;2;1;8;2
3255;35;3;4;1;3;1;3;2;2;4;3;1;6;4;2;2;1;1;1;1;1;1;1;1;1;3;88;2;3;4;2;1;3;2;24;2;8;6;8;2;1;18;2
3256;35;3;3;1;3;1;3;2;2;4;3;1;5;1;2;1;1;1;1;1;1;1;1;1;1;3;88;2;3;4;2;1;2;3;38;1;8;6;8;2;1;18;2
3257;35;1;3;1;2;2;3;2;2;5;3;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;19:00;2;4;6;2;1;3;2;46;5;4;6;8;2;1;8;3
3258;35;1;2;1;3;1;6;1;1;2;1;1;7;1;2;1;1;2;2;2;2;1;1;1;1;1;21:00;1;2;4;1;2;3;1;15;2;4;6;8;2;1;17;2
3259;35;1;3;1;99;1;3;2;2;6;3;2;1;6;1;6;88;88;88;88;88;88;88;88;88;1;20:00;2;3;4;1;1;2;3;40;1;4;6;8;2;1;8;3
3260;35;3;3;1;2;1;3;2;2;4;3;1;3;1;12;2;1;2;1;1;1;1;1;1;1;1;18:00;2;3;4;1;2;1;3;38;5;6;6;8;2;1;15;3
3261;35;3;3;1;4;1;5;2;2;6;3;1;6;1;2;2;1;2;2;2;1;1;1;1;1;1;19:00;2;3;4;1;2;1;3;20;4;5;5;8;2;1;15;3
3262;35;3;3;1;5;1;3;2;2;4;3;1;3;12;4;6;88;88;88;88;88;88;88;88;88;1;17:00;1;2;6;1;2;2;2;63;5;1;6;8;2;1;17;1
3263;35;3;3;1;3;1;3;2;2;4;3;1;3;1;3;2;1;1;1;1;1;1;1;1;1;1;18:00;1;2;3;2;2;2;1;64;5;1;6;8;2;99;17;1
3264;35;2;4;1;4;1;3;1;1;6;3;1;6;1;2;2;1;1;2;1;1;1;2;1;1;1;21:00;2;3;4;2;1;2;3;22;2;4;6;8;2;3;19;1
3265;35;2;4;1;3;1;5;1;1;4;3;1;4;1;2;2;1;1;2;1;1;2;2;1;1;1;19:00;1;3;4;2;1;2;3;17;3;4;6;8;2;1;19;1
3266;35;3;3;1;5;1;3;2;2;3;3;1;3;4;3;1;1;2;2;1;1;1;1;1;1;1;19:00;2;3;4;2;1;3;2;23;1;5;6;8;2;1;5;3
3267;35;3;3;1;3;1;3;2;2;5;1;1;3;1;9;1;1;2;2;1;1;1;1;1;1;1;20:00;2;3;4;2;1;2;3;38;1;5;6;8;2;1;19;1
3268;35;3;3;1;4;1;3;2;2;5;1;1;3;4;3;1;1;2;1;1;1;1;1;1;1;1;19:00;2;3;4;1;1;1;3;20;1;5;6;8;2;1;5;1
3269;35;3;3;1;4;4;5;2;2;6;4;1;3;6;3;6;88;88;88;88;88;88;88;88;88;1;18:00;1;99;99;2;2;3;1;60;1;6;7;8;2;1;15;2
3270;35;1;4;2;4;4;3;2;2;5;1;1;4;4;3;4;1;1;1;1;1;1;1;1;1;3;88;2;3;6;1;2;2;2;25;1;6;7;8;2;1;18;1
3271;35;1;4;1;3;4;5;2;2;5;3;1;3;3;2;2;2;1;1;1;1;1;1;1;1;1;18:00;1;4;6;2;2;2;1;25;1;8;7;8;2;1;1;3
3272;35;3;4;2;1;4;3;2;2;5;1;2;1;1;3;3;2;1;2;1;1;2;1;1;1;1;18:00;4;5;6;1;2;2;2;32;2;6;7;8;2;3;3;2
3273;35;3;3;2;3;4;3;2;2;1;3;1;5;3;1;4;2;2;1;1;1;2;1;1;1;1;18:00;2;3;99;2;1;2;3;52;1;8;7;8;2;2;16;3
3274;35;3;2;1;3;4;5;1;2;1;4;1;5;12;2;6;88;88;88;88;88;88;88;88;88;1;20:00;4;6;8;1;1;1;3;16;2;4;7;8;2;1;15;3
3275;35;1;2;2;1;1;1;2;2;4;3;1;6;1;4;2;2;1;2;2;2;1;1;2;1;1;13:00;2;4;99;1;2;2;2;18;5;5;7;8;2;1;15;2
3276;35;1;2;1;1;1;4;1;1;3;3;2;1;1;4;2;1;2;1;2;1;1;1;1;2;1;22:00;2;4;6;1;1;1;3;55;5;4;6;8;2;1;10;3
3277;35;2;3;2;1;1;4;2;2;4;1;2;3;10;1;6;88;88;88;88;88;88;88;88;88;1;18:00;1;2;8;2;1;2;3;24;1;8;7;8;2;1;5;2
3278;35;1;2;2;3;1;5;2;2;2;1;1;4;9;2;6;88;88;88;88;88;88;88;88;88;1;18:00;1;99;99;2;1;3;2;32;1;8;7;7;2;1;3;2
3279;35;1;3;2;1;1;3;1;1;1;1;1;1;5;10;6;88;88;88;88;88;88;88;88;88;1;18:00;4;6;8;2;1;1;3;40;1;6;7;8;2;1;14;2
3280;35;1;3;1;3;2;3;2;2;6;4;2;1;3;1;2;1;1;1;1;2;1;1;2;1;1;18:00;1;4;8;1;2;3;1;43;1;8;7;8;2;1;8;3
3281;35;1;3;1;3;2;3;2;2;4;4;2;2;3;1;3;3;1;1;1;1;2;1;1;1;1;18:00;1;2;8;2;2;3;1;64;5;5;7;8;2;1;8;3
3282;35;1;4;1;3;3;3;2;2;4;3;1;3;4;2;2;1;1;2;2;2;1;1;1;1;3;88;2;4;6;1;1;2;3;18;2;7;7;8;2;1;15;3
3283;35;1;2;3;1;4;5;1;1;4;2;1;1;1;3;1;1;1;1;1;1;1;1;1;2;3;88;1;2;3;1;1;1;3;29;1;5;7;8;2;1;14;2
3284;35;2;4;1;5;2;3;2;2;4;1;2;3;1;2;2;1;2;1;1;1;1;1;1;1;3;88;2;4;6;1;2;3;1;52;5;5;7;8;2;1;15;3
3285;35;3;4;2;4;4;5;1;1;5;3;2;3;4;11;2;2;1;1;1;1;2;2;2;1;3;88;1;2;5;1;1;1;3;20;1;6;7;8;2;1;3;2
3286;35;2;3;2;3;4;5;2;2;6;1;2;8;12;12;6;88;88;88;88;88;88;88;88;88;3;88;2;3;5;2;2;2;1;31;1;8;7;8;2;1;3;2
3287;35;1;3;2;2;4;5;1;2;5;3;2;4;3;1;2;2;2;1;2;2;1;2;2;1;1;19:00;2;4;6;1;2;2;2;18;1;6;7;8;2;1;3;2
3288;35;2;3;1;3;2;3;2;2;4;3;1;3;3;1;3;1;1;1;2;2;2;1;1;1;1;19:00;3;5;6;1;1;3;2;57;1;4;7;8;2;1;16;3
3289;35;2;4;1;3;4;3;2;2;4;1;2;2;12;3;6;88;88;88;88;88;88;88;88;88;1;22:00;1;4;6;1;2;2;2;67;5;4;5;8;2;1;3;2
3290;35;1;4;1;3;2;5;2;2;5;3;1;6;3;2;2;1;2;2;2;1;1;1;1;1;1;19:00;1;2;6;2;1;3;2;37;1;4;2;8;1;1;4;2
3291;35;1;3;4;4;4;6;2;2;3;3;2;3;3;2;6;88;88;88;88;88;88;88;88;88;99;88;99;99;99;99;99;99;99;78;5;2;7;8;2;1;4;1
3292;35;1;3;4;3;4;3;2;2;5;3;1;4;3;2;6;88;88;88;88;88;88;88;88;88;99;88;99;99;99;99;99;99;99;68;5;4;7;8;2;1;4;1
3293;35;1;3;4;3;3;3;1;2;7;3;1;5;1;4;2;1;1;1;1;1;1;1;1;1;3;88;4;99;99;1;1;1;3;27;2;7;7;8;2;3;4;2
3294;35;1;3;1;4;4;3;2;2;6;3;1;3;3;10;2;1;2;1;1;1;2;1;2;1;3;88;6;99;99;1;1;2;3;61;5;3;7;2;2;1;3;2
3295;35;2;4;4;3;4;3;2;2;5;3;1;3;3;3;1;1;1;2;2;1;1;1;2;1;3;88;3;99;99;1;1;1;3;41;1;6;7;8;2;1;14;3
3296;35;2;3;4;5;4;3;2;2;4;3;1;3;1;4;2;1;1;2;2;1;2;1;2;1;3;88;3;99;99;1;1;2;3;42;5;8;7;8;2;1;3;2
3297;35;1;3;1;3;3;5;1;2;4;4;1;6;3;2;3;1;1;2;1;1;1;1;1;1;3;88;2;3;4;2;2;3;1;25;1;6;7;8;2;1;21;1
3298;35;1;3;1;3;2;3;1;1;4;3;1;6;1;2;2;1;1;1;1;1;1;1;1;1;3;88;1;2;4;2;2;2;1;51;1;6;2;8;2;1;5;2
3299;35;3;3;4;3;4;5;2;2;4;1;1;3;1;2;2;1;1;1;2;2;1;2;2;2;3;88;10;99;99;1;1;2;3;49;1;8;7;8;2;1;8;3
3300;35;3;3;4;6;1;2;1;1;7;2;1;7;1;2;3;1;2;2;2;2;1;1;1;1;3;88;2;4;99;1;1;1;3;21;5;5;7;8;2;1;3;1
3301;35;3;2;4;6;1;3;1;1;3;3;1;7;1;2;3;2;2;2;2;2;1;1;1;1;3;88;2;4;99;1;1;1;3;39;5;4;7;8;2;1;3;1
3302;35;1;3;2;5;4;3;2;2;6;3;1;4;3;1;4;2;2;1;2;2;1;2;2;2;3;88;7;99;99;1;1;2;3;59;5;3;7;8;2;1;7;3
3303;35;3;3;4;4;4;3;1;1;5;3;1;4;1;2;2;1;1;1;1;1;1;2;2;2;3;88;6;7;99;1;1;2;3;61;1;5;7;8;2;1;19;3
3304;35;1;3;4;6;2;1;1;1;1;3;1;4;1;2;4;1;2;1;2;2;1;1;2;2;3;88;10;99;99;2;1;2;3;19;3;6;7;8;2;1;21;1
3305;35;2;3;1;4;2;3;1;1;4;3;1;3;3;1;2;2;1;2;1;1;1;1;2;1;3;88;8;99;99;1;1;1;3;20;2;8;7;8;2;1;18;3
3306;35;2;3;4;4;4;3;2;2;4;3;1;6;1;2;2;1;2;2;1;1;2;1;2;1;3;88;6;99;99;1;1;2;3;42;1;5;7;8;2;1;7;3
3307;35;2;4;4;3;2;2;2;2;6;3;1;2;1;2;1;1;2;2;2;2;1;1;1;1;3;88;8;99;99;2;1;2;3;23;2;7;7;8;2;1;4;3
3308;35;2;3;4;4;1;5;2;2;3;3;2;2;1;2;1;1;2;2;1;1;1;1;1;1;3;88;8;99;99;2;1;2;3;49;5;4;7;8;2;1;4;3
3309;35;2;3;4;3;4;3;1;1;6;3;1;2;4;1;3;1;1;2;2;2;1;1;1;1;3;88;2;6;99;1;1;2;3;57;1;3;7;8;2;1;19;2
3310;35;2;4;4;2;4;6;2;2;7;2;1;3;4;1;3;1;1;1;1;1;2;1;1;1;3;88;6;99;99;1;1;2;3;63;5;4;7;8;2;1;19;2
3311;35;2;3;4;3;3;3;1;1;4;3;2;3;4;2;4;1;2;2;2;2;1;2;2;1;3;88;4;99;99;2;1;2;3;39;1;5;7;8;2;1;18;2
3312;35;1;3;4;3;4;3;2;2;5;3;1;6;3;3;3;1;2;2;1;1;2;1;2;1;3;88;6;99;99;1;1;2;3;37;1;4;7;8;2;1;4;2
3313;35;3;3;4;3;2;5;2;2;4;3;2;4;4;2;2;1;2;1;2;1;1;1;1;1;3;88;6;99;99;2;1;2;3;51;1;3;7;8;2;1;18;2
3314;35;2;3;1;1;3;3;1;1;5;3;2;1;1;13;3;1;2;1;1;1;1;1;1;1;1;21:00;2;10;99;1;1;2;3;30;5;5;7;8;2;1;5;2
3315;35;3;4;1;1;3;3;1;1;4;4;1;6;4;13;3;1;1;1;1;1;1;1;1;1;3;88;10;99;99;1;1;2;3;27;1;6;7;8;2;1;19;2
3316;35;3;4;3;3;3;2;1;1;2;3;1;8;1;12;2;1;1;1;1;1;1;1;1;1;3;88;10;99;99;1;1;2;3;36;1;6;7;8;2;1;5;2
3317;35;1;4;1;6;1;3;1;1;1;1;2;1;4;11;2;1;2;2;2;2;1;1;1;1;3;88;5;6;99;2;2;2;1;23;1;5;2;8;2;1;15;3
3318;35;1;4;1;1;3;3;2;2;4;1;2;2;4;4;1;1;1;1;1;1;1;1;1;1;1;19:00;6;10;99;2;2;3;1;59;1;3;7;8;2;1;15;3
3319;35;2;3;1;2;3;3;1;1;1;1;1;8;4;1;1;1;1;1;2;1;1;1;1;1;1;21:30;10;99;99;2;1;2;3;34;1;5;7;8;2;1;19;2
3320;35;3;3;2;3;2;3;2;2;4;1;2;1;3;13;3;1;1;2;2;1;1;1;1;1;1;18:00;6;99;99;1;2;2;2;28;1;9;7;8;2;1;21;3
3321;35;3;3;3;7;2;5;2;2;4;3;2;1;3;13;2;1;1;1;2;1;1;1;1;1;1;17:00;10;99;99;1;2;2;2;23;3;7;6;8;2;1;18;3
3322;35;3;4;1;3;3;3;1;2;8;3;1;4;3;1;3;2;1;2;2;1;1;2;1;1;1;18:00;5;6;99;1;1;3;2;38;1;9;7;8;2;1;8;3
3323;35;3;3;3;4;3;3;2;2;6;1;2;6;3;2;2;1;1;1;1;1;1;1;1;1;3;88;5;6;10;1;1;2;3;33;1;6;7;8;2;1;18;2
3324;35;3;3;3;1;1;3;2;2;1;3;2;1;4;1;3;1;1;2;2;1;2;2;2;2;1;22:00;10;99;99;2;1;2;3;19;3;7;7;8;2;1;4;1
3325;35;1;4;1;3;3;3;1;99;4;1;1;6;1;3;2;1;2;1;1;1;1;1;1;1;1;12:00;1;99;99;1;2;3;1;26;5;4;6;8;2;1;5;1
3326;35;3;3;1;3;3;3;1;2;4;3;2;2;12;1;6;88;88;88;88;88;88;88;88;88;3;88;1;99;99;1;1;3;2;39;1;4;7;8;2;1;14;2
3327;35;1;3;1;5;4;3;2;2;4;3;1;5;1;2;3;1;2;1;1;1;1;1;1;1;1;17:00;2;4;6;1;3;2;3;50;5;5;7;8;2;1;19;3
3328;35;3;4;1;3;1;3;2;2;4;3;1;2;4;1;2;1;1;1;1;1;1;1;1;1;1;17:00;4;6;10;2;2;3;1;27;1;6;7;8;2;1;18;1
3329;35;2;4;4;3;3;3;2;2;6;3;1;6;4;4;4;1;1;1;1;1;1;1;1;1;1;18:00;2;3;6;2;2;3;1;40;1;6;7;8;2;1;8;3
3330;35;3;4;1;5;2;5;1;1;6;3;1;2;1;3;6;88;88;88;88;88;88;88;88;88;1;20:00;1;7;10;2;2;3;1;38;1;5;7;8;2;1;3;1
3331;35;1;4;2;1;2;1;2;2;1;3;1;2;3;1;3;1;1;1;1;2;2;2;1;2;1;23:00;2;3;10;2;2;3;1;76;5;3;7;8;2;1;7;1
3332;35;1;3;1;3;4;5;1;1;4;1;1;2;1;2;4;1;1;1;1;1;1;2;1;1;3;88;1;2;10;2;2;2;1;47;5;6;7;8;2;1;4;3
3333;35;2;3;2;6;2;5;2;2;4;1;1;2;12;1;6;88;88;88;88;88;88;88;88;88;1;19:00;2;6;10;1;1;2;3;21;5;4;7;8;2;1;3;1
3334;35;3;4;1;3;3;3;2;2;4;3;1;2;4;4;2;1;1;99;2;1;1;2;1;1;1;21:00;1;3;10;1;1;2;3;34;1;7;7;8;2;1;3;2
3335;35;3;4;1;3;2;3;2;2;5;1;2;2;3;2;3;1;2;2;1;1;2;1;1;1;1;21:00;1;6;10;1;1;2;3;53;1;2;7;8;2;1;3;1
3336;35;1;4;2;6;2;3;2;2;4;3;1;6;1;11;1;1;1;1;1;2;1;2;2;1;3;88;3;6;10;2;1;2;3;18;2;6;7;8;2;1;3;2
3337;35;1;4;1;3;2;5;1;1;5;1;2;2;4;12;2;2;1;1;1;1;1;1;1;1;1;18:00;4;6;10;2;2;2;1;20;2;5;7;8;2;1;15;3
3338;35;3;4;1;5;4;3;2;2;8;1;1;5;9;1;6;88;88;88;88;88;88;88;88;88;1;18:00;1;6;10;1;2;2;2;32;1;5;7;8;2;1;3;2
3339;35;1;3;3;3;2;3;2;2;4;1;2;3;1;1;3;1;2;2;1;1;1;2;1;1;1;19:00;4;10;99;1;1;3;2;41;1;6;7;8;2;1;21;2
3340;35;3;4;4;4;4;3;1;2;4;3;1;6;1;1;2;1;1;99;1;1;1;2;1;1;1;18:00;2;6;10;1;2;3;1;35;1;5;7;8;2;1;3;3
3341;35;1;2;2;1;2;1;1;1;6;4;1;7;1;2;2;1;1;1;1;2;1;1;1;1;3;88;4;7;10;1;2;1;3;25;1;5;7;8;2;1;10;3
3342;35;3;4;1;4;3;5;2;2;4;3;1;5;3;4;3;1;1;1;1;1;1;1;1;1;3;88;4;7;10;2;1;3;2;61;1;6;7;8;2;1;16;3
3343;35;3;4;4;3;2;3;2;2;5;3;3;88;3;5;2;1;1;1;1;1;1;1;1;1;3;88;4;7;10;2;1;3;2;49;1;3;7;8;2;1;19;1
3344;35;2;3;2;5;3;2;2;2;1;4;1;3;4;1;2;2;2;2;2;2;99;2;1;2;2;88;3;10;99;2;1;1;3;58;7;6;7;8;2;1;21;2
3345;35;3;4;1;3;2;5;1;2;8;1;2;1;4;9;4;1;1;1;1;2;1;1;1;1;3;88;3;6;10;1;1;3;2;43;1;5;7;8;2;1;15;3
3346;35;2;3;2;2;3;3;2;2;8;3;1;6;3;12;2;1;1;99;2;2;1;1;1;1;1;19:30;6;10;99;1;1;2;3;31;1;5;7;8;2;1;7;2
3347;35;1;4;1;3;3;3;2;2;6;3;2;4;12;12;6;88;88;88;88;88;88;88;88;88;1;20:00;6;7;10;1;2;3;1;36;5;5;7;8;2;1;3;2
3348;35;1;3;1;1;3;5;1;1;8;1;2;6;3;1;3;1;2;1;2;2;1;2;2;2;1;21:00;1;5;10;1;1;2;3;51;1;6;7;8;2;1;3;2
3349;35;3;4;1;5;3;3;2;2;5;3;2;1;4;12;3;1;1;2;2;2;1;2;1;1;1;18:00;7;10;99;1;2;3;1;25;1;6;7;8;2;1;18;2
3350;35;3;3;1;7;4;7;2;2;5;3;1;3;1;5;3;2;1;1;2;1;1;1;1;1;3;88;3;5;7;1;2;2;2;26;1;6;7;8;2;1;4;2
3351;35;3;4;1;7;3;5;2;2;3;1;2;1;12;12;6;88;88;88;88;88;88;88;88;88;3;88;5;6;10;2;1;2;3;26;1;8;7;8;2;2;3;1
3352;35;3;4;4;3;3;7;2;1;1;2;2;2;12;12;6;88;88;88;88;88;88;88;88;88;3;88;6;10;2;2;1;2;3;29;1;8;7;8;2;2;3;1
3353;35;3;2;2;1;3;2;2;2;3;4;2;1;4;3;3;1;1;2;2;2;99;2;2;2;1;12:00;1;10;99;1;1;2;3;56;1;3;7;8;2;1;3;2
3354;93;3;3;2;1;3;1;1;1;1;3;1;8;1;2;5;1;2;2;1;1;1;1;1;1;3;88;3;99;99;1;1;2;3;48;1;5;7;8;2;1;21;3
3355;93;3;3;2;4;2;6;1;1;3;4;2;4;1;11;5;2;1;1;1;2;1;1;1;1;1;19:00;6;99;99;2;1;3;2;28;1;6;7;8;2;1;21;1
3356;93;3;2;1;7;3;5;2;2;7;3;2;4;1;3;3;2;1;2;1;1;1;1;1;1;3;88;6;99;99;2;2;2;1;34;1;6;6;8;2;1;5;2
3357;93;2;2;2;1;2;5;2;2;4;4;2;1;1;3;1;1;1;1;1;1;1;1;1;1;3;88;10;99;99;1;1;2;3;44;1;8;7;8;2;1;16;3
3358;93;3;2;1;1;1;5;2;2;1;3;2;1;1;2;5;2;2;2;2;2;1;2;2;1;1;21:00;6;99;99;1;1;2;3;30;1;5;6;8;2;1;16;3
3359;93;1;4;1;5;4;5;2;2;6;4;1;5;1;6;3;1;1;2;1;1;1;1;2;1;3;88;10;99;99;1;1;2;3;22;3;8;4;8;2;3;10;2
3360;93;3;2;2;1;3;1;1;1;4;3;2;2;1;2;5;1;1;2;1;2;1;2;1;1;3;88;3;99;99;1;1;2;3;61;1;5;6;8;2;1;11;2
3361;93;3;3;2;2;2;6;2;2;8;3;2;2;1;2;4;2;2;1;1;2;1;1;1;1;1;20:00;2;99;99;1;1;2;3;19;1;5;6;8;2;1;7;2
3362;93;3;3;1;1;3;3;2;2;4;3;2;5;1;4;5;1;1;1;1;1;1;1;1;1;1;18:00;2;99;99;1;1;2;3;34;1;8;8;8;2;1;18;2
3363;93;3;4;2;3;3;3;1;1;4;1;1;8;1;3;4;1;2;2;1;1;1;1;1;2;3;88;3;99;99;1;1;2;3;55;1;5;6;8;2;1;7;1
3364;93;2;3;2;5;2;5;2;2;3;3;2;5;1;5;4;1;1;2;1;1;1;1;2;1;1;21:00;3;5;99;1;2;2;2;27;3;8;6;8;2;1;11;3
3365;93;2;3;2;5;2;5;2;2;3;3;2;5;1;2;3;1;1;2;1;1;1;1;2;1;1;19:00;4;6;99;1;2;2;2;26;4;8;6;8;2;1;12;4
3366;93;3;3;1;2;2;5;1;1;6;4;2;2;1;13;4;1;2;2;2;1;2;2;1;1;1;17:00;2;99;99;1;1;2;3;29;1;8;5;8;2;1;16;3
3367;93;1;3;3;2;2;1;1;1;1;1;2;1;1;2;2;1;1;1;2;2;1;1;1;1;3;88;2;99;99;2;1;2;3;33;1;8;6;8;2;1;10;2
3368;93;3;2;1;6;4;2;2;2;7;4;2;7;1;2;1;1;2;2;1;2;2;2;2;2;3;88;3;99;99;1;1;2;3;39;1;5;7;8;2;1;21;1
3369;93;2;3;4;1;3;3;2;2;4;3;1;4;99;2;3;1;2;1;1;1;2;1;1;1;3;88;2;7;99;1;1;1;3;42;1;3;7;8;2;1;12;3
3370;93;2;2;1;4;2;2;2;2;2;3;2;2;1;2;5;2;1;2;1;2;1;2;1;1;1;22:00;6;99;99;1;1;2;3;26;1;5;6;8;2;1;8;2
3371;93;3;2;3;2;2;4;2;1;3;3;1;2;1;2;2;1;2;1;1;1;1;2;1;2;1;17:00;6;99;99;1;1;1;3;26;1;8;5;8;2;1;1;3
3372;93;3;2;2;1;2;1;1;1;1;2;2;1;1;1;5;2;1;2;2;2;1;1;1;1;1;23:00;6;99;99;2;1;2;3;41;1;6;2;8;2;1;21;3
3373;93;2;2;1;2;2;2;2;2;2;3;1;3;1;3;2;1;2;2;1;1;1;1;1;1;1;18:00;7;99;99;1;1;2;3;19;1;7;7;8;2;1;9;3
3374;93;1;2;2;2;2;3;1;1;4;1;1;3;1;2;2;1;2;2;1;1;1;1;1;1;1;22:00;8;99;99;1;1;2;3;40;1;4;7;8;2;1;8;3
3375;93;1;2;2;2;2;3;1;1;2;1;1;3;1;2;2;1;2;2;1;1;1;1;1;1;1;22:00;6;99;99;1;1;2;3;25;1;4;7;8;2;1;8;3
3376;93;2;2;2;2;2;3;2;2;3;3;1;2;9;1;6;88;88;88;88;88;88;88;88;88;1;21:00;9;99;99;1;1;2;3;31;3;7;7;8;2;1;12;3
3377;93;2;2;2;2;2;2;2;2;3;3;1;2;3;4;2;1;1;1;1;1;1;1;1;1;1;19:00;2;99;99;1;1;2;3;40;1;4;6;7;2;1;1;3
3378;93;2;2;2;3;3;2;2;2;3;4;1;3;1;4;2;1;1;1;1;1;1;1;1;1;3;88;3;99;99;1;1;1;3;43;1;3;7;8;2;1;4;1
3379;93;2;2;2;1;2;3;1;1;3;2;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;18:00;6;99;99;1;1;2;3;22;1;6;7;8;2;1;8;2
3380;93;2;2;2;2;2;2;2;2;2;3;1;1;1;3;2;1;1;1;1;1;1;2;1;2;3;88;6;99;99;1;1;2;3;47;1;8;7;7;2;1;7;3
3381;93;1;2;2;3;2;3;2;2;4;3;1;2;1;3;2;1;1;2;1;1;1;1;1;1;1;20:00;6;99;99;1;1;2;3;30;1;8;7;8;2;1;7;3
3382;93;2;3;2;2;3;3;2;2;4;4;1;3;1;4;3;1;1;1;1;1;1;1;1;1;3;88;3;99;99;1;1;2;3;34;1;6;7;8;2;1;7;1
3383;93;2;2;2;2;2;3;2;2;3;4;2;2;1;4;3;1;1;1;1;1;1;1;1;1;3;88;3;99;99;1;1;2;3;46;1;5;7;8;2;1;7;1
3384;93;2;2;1;2;2;3;2;2;3;1;1;2;1;3;2;1;1;2;1;1;1;1;1;1;1;22:00;3;99;99;1;1;2;3;20;1;6;7;7;2;1;11;3
3385;93;2;1;2;3;2;2;2;2;5;1;1;4;1;3;3;1;2;1;1;1;1;1;1;1;3;88;6;99;99;2;1;2;3;26;1;9;7;8;2;1;10;3
3386;93;2;2;2;2;2;3;2;2;5;1;1;4;1;4;2;1;2;1;1;1;1;1;1;1;3;88;6;99;99;1;1;2;3;28;1;8;7;8;2;99;6;3
3387;93;2;2;2;2;2;2;2;2;3;3;1;4;1;3;2;1;2;1;1;1;1;1;1;1;3;88;3;99;99;1;1;2;3;30;1;5;7;8;2;1;7;2
3388;93;2;2;1;1;2;2;2;2;4;3;2;3;1;3;2;1;1;1;1;1;1;1;1;1;1;18:00;3;99;99;1;1;2;3;23;1;6;7;8;2;1;10;1
3389;93;2;2;2;2;2;2;2;2;4;3;1;3;1;3;2;1;1;1;1;1;1;1;1;1;1;18:00;3;99;99;1;1;2;3;27;1;5;6;8;2;1;21;3
3390;93;2;2;2;2;2;2;2;2;3;3;2;2;1;4;2;1;1;2;1;1;1;1;1;1;1;19:00;3;99;99;1;1;2;3;26;1;5;5;3;2;1;5;3
3391;93;2;2;2;2;2;2;2;2;2;3;2;3;1;3;2;1;1;1;1;1;1;1;1;1;2;88;4;99;99;1;1;2;3;24;1;7;7;8;2;1;1;2
3392;93;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;1;1;1;1;1;1;2;1;1;1;20:00;2;99;99;1;1;2;3;41;1;8;7;8;2;1;7;2
3393;93;3;3;2;2;3;5;2;2;4;3;2;2;1;4;2;1;1;1;1;1;1;1;1;1;1;20:00;4;99;99;1;1;2;3;40;1;6;6;8;2;1;7;1
3394;93;3;2;3;1;2;4;1;1;1;3;3;88;1;2;4;1;2;1;1;1;2;2;2;2;1;13:00;5;10;99;1;1;2;3;24;1;8;7;8;2;1;8;3
3395;93;3;2;3;2;3;5;2;2;2;3;2;2;1;2;2;1;2;2;2;1;1;2;2;1;1;20:00;4;10;99;1;1;2;3;54;1;6;7;8;2;1;21;3
3396;93;2;2;3;3;3;5;2;2;3;3;2;2;1;2;3;1;2;2;2;1;1;2;2;1;1;20:00;4;99;99;2;1;2;3;23;5;6;7;8;2;1;21;3
3397;93;3;3;3;1;1;1;2;2;3;4;2;2;2;1;3;2;2;2;2;2;2;2;2;2;1;22:30;9;10;99;2;2;2;1;27;1;5;7;8;2;1;7;2
3398;93;2;2;2;3;3;2;2;2;3;3;2;1;1;3;3;1;1;1;1;2;1;1;1;1;3;88;2;99;99;1;1;2;3;39;1;5;7;8;2;1;12;3
